100186,106107
100187,8525
100188,62321
100189,57267
10019,151009
100190,148035
100191,45813
100192,87966
100193,55309
100194,97994
100195,157780
100196,58106
100197,80239
100198,51118
100199,50879
1002,29011
10020,109098
100200,96805
100201,139478
100202,164378
100203,35863
100204,112379
100205,132834
100206,165147
100207,32447
100208,42908
100209,117170
10021,110147
100210,138722
100211,35524
100212,58316
100213,153084
100214,150235
100215,125070
100216,158421
100217,167228
100218,117906
100219,164124
10022,18802
100220,50813
100221,3962
100222,33922
100223,39171
100224,160692
100225,169253
100226,156379
100227,32357
100228,90015
100229,124026
10023,83946
100230,83566
100231,138480
100232,42757
100233,32239
100234,56712
100235,39400
100236,75312
100237,118390
100238,97306
100239,139269
10024,31449
100240,33848
100241,56396
100242,44696
100243,1875
100244,22333
100245,89481
100246,166125
100247,168260
100248,55390
100249,13110
10025,87829
100250,23267
100251,39344
100252,46512
100253,161793
100254,138028
100255,120844
100256,153341
100257,66859
100258,55217
100259,158165
10026,45044
100260,90551
100261,97451
100262,154691
100263,126173
100264,55987
100265,52292
100266,72741
100267,152648
100268,96616
100269,149539
10027,52206
100270,36546
100271,34602
100272,134660
100273,24399
100274,51915
100275,166064
100276,115511
100277,155576
100278,76750
100279,122095
10028,119178
100280,99856
100281,96329
100282,42274
100283,98638
100284,112444
100285,35669
100286,50445
100287,106932
100288,76597
100289,147161
10029,610
100290,124792
100291,118800
100292,18155
100293,55101
100294,64186
100295,132233
100296,167339
100297,68418
100298,165416
100299,138741
1003,96470
10030,104199
100300,37154
100301,134327
100302,142304
100303,115987
100304,15599
100305,23183
100306,143131
100307,152217
100308,134723
100309,148699
10031,116475
100310,33980
100311,163426
100312,95605
100313,131303
100314,160886
100315,1672
100316,58973
100317,71842
100318,150785
100319,68523
10032,68881
100320,111224
100321,105810
100322,53568
100323,97718
100324,73499
100325,100817
100326,157076
100327,140350
100328,102154
100329,17877
10033,27851
100330,156787
100331,94511
100332,122818
100333,14943
100334,52595
100335,152661
100336,41110
100337,44903
100338,80564
100339,6246
10034,144160
100340,10144
100341,98241
100342,104082
100343,30843
100344,116934
100345,122884
100346,21917
100347,104222
100348,55522
100349,159533
10035,166424
100350,16723
100351,62397
100352,165115
100353,100161
100354,75903
100355,17861
100356,64613
100357,52802
100358,110031
100359,30230
10036,42398
100360,51229
100361,118361
100362,29045
100363,162428
100364,96076
100365,152697
100366,165861
100367,128730
100368,44675
100369,49998
10037,118947
100370,76812
100371,73532
100372,82008
100373,55811
100374,84799
100375,31597
100376,85563
100377,39688
100378,162833
100379,21590
10038,146254
100380,99586
100381,102512
100382,103704
100383,135661
100384,12158
100385,36197
100386,15938
100387,4922
100388,14879
100389,168979
10039,145902
100390,45926
100391,167543
100392,52294
100393,50977
100394,96961
100395,149365
100396,8105
100397,50022
100398,122574
100399,20428
1004,8517
10040,14020
100400,150737
100401,166542
100402,121794
100403,138620
100404,84574
100405,106650
100406,102880
100407,125765
100408,561
100409,87931
10041,116416
100410,22149
100411,36090
100412,114772
100413,3871
100414,133924
100415,100189
100416,49062
100417,151144
100418,35085
100419,140700
10042,166142
100420,121523
100421,11229
100422,103250
100423,78803
100424,9700
100425,106082
100426,56130
100427,41015
100428,19609
100429,69035
10043,58459
100430,167769
100431,103288
100432,140865
100433,72456
100434,151629
100435,53902
100436,112521
100437,128092
100438,155406
100439,151483
10044,103152
100440,9544
100441,43180
100442,30795
100443,79669
100444,63989
100445,57467
100446,146799
100447,135872
100448,11520
100449,71596
10045,143566
100450,18338
100451,68080
100452,62871
100453,44325
100454,26751
100455,151948
100456,132227
100457,114528
100458,93196
100459,37409
10046,122946
100460,136235
100461,46533
100462,77203
100463,19634
100464,67888
100465,132636
100466,154064
100467,138567
100468,21351
100469,140228
10047,144437
100470,91143
100471,71669
100472,104795
100473,77053
100474,66230
100475,22583
100476,141617
100477,162673
100478,69670
100479,119486
10048,148354
100480,10241
100481,140355
100482,122928
100483,19552
100484,77125
100485,134949
100486,104761
100487,107246
100488,105452
100489,156439
10049,6193
100490,109139
100491,35902
100492,97284
100493,102793
100494,84656
100495,41160
100496,18661
100497,12490
100498,127081
100499,64461
1005,31350
10050,161407
100500,117245
100501,160861
100502,32915
100503,109439
100504,39286
100505,139159
100506,19620
100507,81663
100508,129296
100509,148978
10051,20174
100510,23648
100511,93773
100512,37394
100513,59909
100514,55166
100515,121294
100516,60658
100517,1951
100518,74917
100519,56058
10052,95272
100520,163281
100521,77682
100522,33071
100523,64919
100524,168775
100525,112335
100526,48739
100527,120436
100528,98597
100529,66940
10053,28120
100530,133812
100531,140581
100532,122570
100533,131333
100534,77447
100535,132596
100536,86027
100537,155812
100538,157657
100539,153161
10054,113825
100540,27824
100541,31379
100542,20214
100543,59986
100544,96806
100545,120800
100546,67230
100547,112615
100548,1834
100549,18633
10055,118856
100550,64832
100551,160136
100552,17851
100553,88965
100554,504
100555,41316
100556,45916
100557,5458
100558,123052
100559,127708
10056,97713
100560,11100
100561,120290
100562,53608
100563,75620
100564,29660
100565,79741
100566,160781
100567,98308
100568,159597
100569,84061
10057,142766
100570,80096
100571,13294
100572,94186
100573,105203
100574,84289
100575,69532
100576,20906
100577,119423
100578,97811
100579,110592
10058,164825
100580,48082
100581,55855
100582,65896
100583,12157
100584,85960
100585,114469
100586,64578
100587,1583
100588,23659
100589,111466
10059,108348
100590,166511
100591,111636
100592,128068
100593,149898
100594,41915
100595,128340
100596,156227
100597,77154
100598,77419
100599,2799
1006,89150
10060,120714
100600,50345
100601,137316
100602,104086
100603,118670
100604,76623
100605,136122
100606,74699
100607,5668
100608,35899
100609,47756
10061,106235
100610,105176
100611,143246
100612,97889
100613,22935
100614,114433
100615,20781
100616,49904
100617,166393
100618,119127
100619,102065
10062,49612
100620,168139
100621,149477
100622,160075
100623,160290
100624,158533
100625,127633
100626,90716
100627,75237
100628,144875
100629,110920
10063,158053
100630,107884
100631,120996
100632,21893
100633,150750
100634,85390
100635,63891
100636,130518
100637,49149
100638,51402
100639,97038
10064,69696
100640,68400
100641,166215
100642,4726
100643,158406
100644,61597
100645,120848
100646,17170
100647,59501
100648,79667
100649,392
10065,32400
100650,138508
100651,108855
100652,37536
100653,71394
100654,34108
100655,167351
100656,30225
100657,86774
100658,40146
100659,108615
10066,95050
100660,124858
100661,153
100662,92940
100663,1565
100664,41474
100665,138597
100666,76994
100667,62760
100668,24925
100669,139962
10067,20392
100670,47319
100671,8982
100672,80171
100673,106497
100674,154919
100675,27922
100676,24009
100677,160604
100678,140121
100679,163261
10068,124209
100680,145884
100681,52654
100682,5907
100683,34662
100684,108740
100685,135126
100686,54562
100687,97366
100688,111885
100689,57367
10069,133414
100690,28643
100691,124672
100692,82503
100693,3357
100694,97529
100695,88498
100696,4635
100697,130743
100698,54800
100699,145717
1007,144669
10070,83866
100700,7947
100701,71326
100702,22505
100703,94394
100704,31507
100705,81139
100706,97919
100707,152291
100708,159758
100709,107883
10071,68895
100710,109837
100711,87978
100712,101182
100713,125883
100714,115228
100715,107375
100716,60392
100717,99016
100718,98472
100719,10569
10072,91512
100720,55723
100721,127834
100722,165779
100723,122155
100724,7708
100725,13880
100726,129798
100727,13499
100728,24563
100729,10467
10073,142697
100730,22386
100731,6218
100732,55962
100733,61720
100734,86977
100735,98064
100736,522
100737,76466
100738,99164
100739,101647
10074,71152
100740,35396
100741,56230
100742,116656
100743,94642
100744,153827
100745,4505
100746,20725
100747,110603
100748,8300
100749,90338
10075,108554
100750,129050
100751,81142
100752,59800
100753,75276
100754,168548
100755,83158
100756,146692
100757,162199
100758,91432
100759,85596
10076,163744
100760,64137
100761,100151
100762,5428
100763,162179
100764,138661
100765,125944
100766,106
100767,128888
100768,160873
100769,39075
10077,138089
100770,40347
100771,104088
100772,92588
100773,133584
100774,106862
100775,32866
100776,143509
100777,122542
100778,111666
100779,20840
10078,110055
100780,151269
100781,80965
100782,106682
100783,103365
100784,133433
100785,99473
100786,161241
100787,23325
100788,128189
100789,96250
10079,88411
100790,45898
100791,16274
100792,94574
100793,69502
100794,116389
100795,33787
100796,112426
100797,136344
100798,10248
100799,114636
1008,113284
10080,10176
100800,117222
100801,74328
100802,7258
100803,107284
100804,166118
100805,64618
100806,120236
100807,11298
100808,27488
100809,64157
10081,164602
100810,115025
100811,110285
100812,137974
100813,107357
100814,154792
100815,49466
100816,132468
100817,16103
100818,55388
100819,98380
10082,29379
100820,134993
100821,75278
100822,137999
100823,5419
100824,152363
100825,114901
100826,47415
100827,62412
100828,120892
100829,55489
10083,114378
100830,32692
100831,71174
100832,86621
100833,23511
100834,2753
100835,13916
100836,124757
100837,163872
100838,76016
100839,118274
10084,63330
100840,27398
100841,4800
100842,6807
100843,25100
100844,169217
100845,110814
100846,164743
100847,115740
100848,136554
100849,101521
10085,56268
100850,29113
100851,60442
100852,60033
100853,34299
100854,66909
100855,84551
100856,48208
100857,73873
100858,132970
100859,92333
10086,93614
100860,4833
100861,45583
100862,4083
100863,134730
100864,24599
100865,59526
100866,81574
100867,20072
100868,96402
100869,159778
10087,7739
100870,166950
100871,48513
100872,57551
100873,103468
100874,104569
100875,163716
100876,27431
100877,59383
100878,155404
100879,45292
10088,85579
100880,23045
100881,91891
100882,118437
100883,55070
100884,60317
100885,50405
100886,52262
100887,94419
100888,158953
100889,164939
10089,132978
100890,8233
100891,55297
100892,44757
100893,165982
100894,49763
100895,153638
100896,40981
100897,63423
100898,13097
100899,34033
1009,103511
10090,146153
100900,145258
100901,11948
100902,68800
100903,53349
100904,78556
100905,80951
100906,82664
100907,88305
100908,11459
100909,146169
10091,9879
100910,10724
100911,135509
100912,48375
100913,39227
100914,64066
100915,167571
100916,643
100917,19388
100918,132056
100919,140246
10092,163718
100920,63427
100921,8758
100922,91788
100923,134948
100924,478
100925,70683
100926,71032
100927,137596
100928,158290
100929,104807
10093,69636
100930,143904
100931,121831
100932,12150
100933,42771
100934,33367
100935,1182
100936,81856
100937,6426
100938,23442
100939,68779
10094,56978
100940,2101
100941,138843
100942,27336
100943,64999
100944,86953
100945,102311
100946,161589
100947,31233
100948,136915
100949,73854
10095,7342
100950,71578
100951,149397
100952,20821
100953,81699
100954,50059
100955,25726
100956,80969
100957,109822
100958,49562
100959,58923
10096,72085
100960,11041
100961,67058
100962,132470
100963,113714
100964,99081
100965,79820
100966,30353
100967,86325
100968,62408
100969,97943
10097,144635
100970,64812
100971,137876
100972,1867
100973,45694
100974,43882
100975,73694
100976,157483
100977,117642
100978,146820
100979,59749
10098,10044
100980,46608
100981,12886
100982,41411
100983,26253
100984,121188
100985,80732
100986,29956
100987,25704
100988,72670
100989,14509
10099,156165
100990,127509
100991,127701
100992,121624
100993,38275
100994,125310
100995,93899
100996,103486
100997,125196
100998,13497
100999,121340
101,149017
1010,101547
10100,31208
101000,137778
101001,151085
101002,32773
101003,111427
101004,126589
101005,26035
101006,86699
101007,14978
101008,126666
101009,154113
10101,10150
101010,100973
101011,70424
101012,68612
101013,71349
101014,158280
101015,152565
101016,53301
101017,56723
101018,101766
101019,55194
10102,157861
101020,14783
101021,134530
101022,50261
101023,1894
101024,155960
101025,138487
101026,107007
101027,98294
101028,80619
101029,163229
10103,39558
101030,129403
101031,114050
101032,148861
101033,18512
101034,38507
101035,84356
101036,23871
101037,148953
101038,130963
101039,13320
10104,30813
101040,106976
101041,33903
101042,77667
101043,49835
101044,136692
101045,34757
101046,111200
101047,9916
101048,162909
101049,65747
10105,95979
101050,78901
101051,147486
101052,120237
101053,167541
101054,117166
101055,100092
101056,33820
101057,83164
101058,2749
101059,42007
10106,105974
101060,10093
101061,161909
101062,40203
101063,41291
101064,21502
101065,50957
101066,139480
101067,91622
101068,98071
101069,18624
10107,159720
101070,28405
101071,14225
101072,146857
101073,51185
101074,147104
101075,19608
101076,144971
101077,163491
101078,153407
101079,154403
10108,41648
101080,166199
101081,72070
101082,27586
101083,140270
101084,12634
101085,151080
101086,89224
101087,1271
101088,69793
101089,122656
10109,44492
101090,156925
101091,138531
101092,16545
101093,19439
101094,61911
101095,94837
101096,116659
101097,67036
101098,103400
101099,6131
1011,49281
10110,130564
101100,14499
101101,153992
101102,68982
101103,134451
101104,75522
101105,84819
101106,144396
101107,16269
101108,140799
101109,39119
10111,22633
101110,120404
101111,123098
101112,57212
101113,115554
101114,106348
101115,165808
101116,117186
101117,89798
101118,153076
101119,57689
10112,85553
101120,5626
101121,124152
101122,3030
101123,106474
101124,128132
101125,122388
101126,66429
101127,11592
101128,49406
101129,50094
10113,36417
101130,96696
101131,18813
101132,85734
101133,52288
101134,125803
101135,81127
101136,148434
101137,22554
101138,31848
101139,13293
10114,78579
101140,134872
101141,13824
101142,156119
101143,144900
101144,39108
101145,40007
101146,92139
101147,26369
101148,141184
101149,123284
10115,65872
101150,154609
101151,151369
101152,134658
101153,157964
101154,161832
101155,106395
101156,57636
101157,97391
101158,143527
101159,66904
10116,168740
101160,85049
101161,14110
101162,74724
101163,19124
101164,97960
101165,54895
101166,93962
101167,54008
101168,119749
101169,95976
10117,138557
101170,38259
101171,27569
101172,133752
101173,97312
101174,149832
101175,26536
101176,78578
101177,74330
101178,90506
101179,66827
10118,161479
101180,127005
101181,2127
101182,11848
101183,74529
101184,18972
101185,160427
101186,70902
101187,69903
101188,140094
101189,76739
10119,23585
101190,70082
101191,113937
101192,7376
101193,92111
101194,32376
101195,65766
101196,53258
101197,89463
101198,167374
101199,88128
1012,122401
10120,26089
101200,156402
101201,119351
101202,92056
101203,129191
101204,31407
101205,30204
101206,44018
101207,4271
101208,34997
101209,93736
10121,144404
101210,77461
101211,4058
101212,80411
101213,104959
101214,17151
101215,142701
101216,141096
101217,66366
101218,135333
101219,135830
10122,132179
101220,7423
101221,28801
101222,82405
101223,82995
101224,15037
101225,53998
101226,115844
101227,36861
101228,64087
101229,18173
10123,65682
101230,58053
101231,69414
101232,126988
101233,85831
101234,136720
101235,66917
101236,71086
101237,71513
101238,20815
101239,160495
10124,154446
101240,155869
101241,19265
101242,73180
101243,122546
101244,22940
101245,131112
101246,49085
101247,107089
101248,23406
101249,42151
10125,44085
101250,120964
101251,47423
101252,122017
101253,135694
101254,45574
101255,27593
101256,103923
101257,61807
101258,34749
101259,66329
10126,143800
101260,68104
101261,58203
101262,52757
101263,87681
101264,116292
101265,5340
101266,84837
101267,108870
101268,116907
101269,44799
10127,8471
101270,10955
101271,62025
101272,45666
101273,67730
101274,2579
101275,110465
101276,117243
101277,147174
101278,166767
101279,163893
10128,113042
101280,49483
101281,112011
101282,143948
101283,150368
101284,60216
101285,141144
101286,12444
101287,99589
101288,132870
101289,103659
10129,38307
101290,138153
101291,101644
101292,62075
101293,105284
101294,144084
101295,121588
101296,30928
101297,160846
101298,872
101299,7174
1013,117403
10130,104752
101300,119401
101301,65662
101302,152673
101303,55477
101304,157004
101305,20793
101306,53530
101307,58172
101308,37594
101309,39758
10131,125199
101310,100634
101311,39807
101312,145636
101313,99295
101314,51035
101315,150484
101316,71430
101317,18321
101318,69346
101319,156946
10132,7157
101320,162052
101321,118029
101322,114729
101323,7917
101324,131123
101325,64498
101326,7623
101327,55564
101328,22316
101329,57501
10133,134352
101330,99135
101331,53879
101332,51355
101333,149032
101334,71870
101335,110963
101336,22006
101337,149334
101338,61880
101339,3319
10134,34134
101340,151389
101341,152705
101342,168881
101343,150203
101344,168609
101345,83982
101346,117476
101347,146711
101348,47290
101349,109818
10135,168969
101350,33579
101351,22418
101352,154145
101353,17565
101354,142769
101355,81088
101356,33262
101357,51890
101358,3691
101359,131996
10136,131359
101360,142519
101361,163685
101362,96202
101363,23991
101364,20202
101365,78231
101366,149318
101367,154435
101368,5945
101369,40050
10137,151034
101370,26948
101371,130874
101372,33307
101373,4205
101374,2506
101375,46285
101376,103089
101377,89774
101378,111805
101379,98640
10138,165485
101380,31493
101381,140770
101382,13850
101383,107112
101384,28255
101385,122302
101386,115484
101387,35089
101388,41062
101389,97195
10139,46105
101390,143171
101391,93668
101392,60293
101393,75608
101394,110145
101395,102785
101396,17531
101397,43140
101398,73920
101399,41042
1014,66420
10140,117573
101400,124341
101401,16207
101402,4975
101403,87129
101404,108371
101405,104555
101406,55008
101407,75838
101408,66993
101409,54221
10141,80278
101410,63991
101411,144836
101412,140460
101413,114030
101414,144166
101415,123673
101416,89662
101417,154636
101418,163604
101419,141509
10142,16238
101420,102397
101421,116667
101422,161560
101423,139291
101424,154941
101425,85640
101426,43197
101427,57925
101428,20132
101429,88338
10143,79603
101430,10682
101431,159994
101432,154413
101433,104299
101434,164808
101435,32520
101436,143088
101437,63245
101438,782
101439,47540
10144,52455
101440,110892
101441,25284
101442,72372
101443,23508
101444,100584
101445,70369
101446,157104
101447,131970
101448,49536
101449,107072
10145,73991
101450,57779
101451,40675
101452,145667
101453,161670
101454,137767
101455,35481
101456,39849
101457,41624
101458,154697
101459,94187
10146,47270
101460,34587
101461,161965
101462,13671
101463,5537
101464,50897
101465,163901
101466,160204
101467,26995
101468,142919
101469,52280
10147,45912
101470,40662
101471,123217
101472,68236
101473,86636
101474,27354
101475,13260
101476,84710
101477,105850
101478,149975
101479,60124
10148,122173
101480,17212
101481,8224
101482,105249
101483,20308
101484,78223
101485,157713
101486,125947
101487,90746
101488,89821
101489,155162
10149,51870
101490,95649
101491,60801
101492,157533
101493,169140
101494,30418
101495,33436
101496,21688
101497,8597
101498,74074
101499,562
1015,1478
10150,70940
101500,58348
101501,151776
101502,163232
101503,62516
101504,151774
101505,48165
101506,47378
101507,106390
101508,45957
101509,34527
10151,156988
101510,37435
101511,111406
101512,25318
101513,163385
101514,105415
101515,121578
101516,139249
101517,102469
101518,36286
101519,136083
10152,77948
101520,78549
101521,49923
101522,86654
101523,80121
101524,47822
101525,128191
101526,156229
101527,92777
101528,109665
101529,111245
10153,122169
101530,41045
101531,147607
101532,92937
101533,169333
101534,23254
101535,17192
101536,34850
101537,74498
101538,41339
101539,150858
10154,21387
101540,144804
101541,24078
101542,99826
101543,82323
101544,106863
101545,106861
101546,141010
101547,134285
101548,19034
101549,11039
10155,52625
101550,139977
101551,32455
101552,165781
101553,102091
101554,150013
101555,133890
101556,146339
101557,16142
101558,121720
101559,106266
10156,111661
101560,126139
101561,48466
101562,43094
101563,125566
101564,153832
101565,146906
101566,155415
101567,80395
101568,25400
101569,115514
10157,25785
101570,66689
101571,51058
101572,3109
101573,55571
101574,21517
101575,60190
101576,6789
101577,150266
101578,3433
101579,98160
10158,135809
101580,89455
101581,21716
101582,18664
101583,48229
101584,129187
101585,131431
101586,86899
101587,68494
101588,107253
101589,96864
10159,37264
101590,129475
101591,114945
101592,67539
101593,138367
101594,45537
101595,55732
101596,74358
101597,154969
101598,116842
101599,34075
1016,68831
10160,52044
101600,142509
101601,99072
101602,161089
101603,89613
101604,164623
101605,52022
101606,16551
101607,19481
101608,123418
101609,72621
10161,23147
101610,105828
101611,46425
101612,28399
101613,30288
101614,20412
101615,74555
101616,64928
101617,110488
101618,28110
101619,20989
10162,84017
101620,62591
101621,32278
101622,65305
101623,29505
101624,143632
101625,51380
101626,124001
101627,33215
101628,3504
101629,130906
10163,55329
101630,142582
101631,153110
101632,49751
101633,95504
101634,133003
101635,70560
101636,23417
101637,44884
101638,155241
101639,93224
10164,24842
101640,54696
101641,17814
101642,39792
101643,134066
101644,31950
101645,146346
101646,64888
101647,39305
101648,165571
101649,115462
10165,4734
101650,51416
101651,95815
101652,102202
101653,49886
101654,144139
101655,13296
101656,105716
101657,19038
101658,159807
101659,16622
10166,77107
101660,73780
101661,30148
101662,38945
101663,40130
101664,12562
101665,73571
101666,137272
101667,89240
101668,168279
101669,162290
10167,149907
101670,15665
101671,133537
101672,19407
101673,54209
101674,157389
101675,138712
101676,29889
101677,134132
101678,114895
101679,51234
10168,103073
101680,121591
101681,64923
101682,100224
101683,10669
101684,74910
101685,62990
101686,167605
101687,159773
101688,48889
101689,152973
10169,128635
101690,86804
101691,90742
101692,117834
101693,19332
101694,42536
101695,12329
101696,41979
101697,127485
101698,132849
101699,10030
1017,130059
10170,28768
101700,103679
101701,132437
101702,138659
101703,105335
101704,4760
101705,164268
101706,357
101707,108771
101708,51268
101709,106777
10171,143434
101710,155972
101711,52193
101712,74713
101713,66484
101714,64070
101715,76372
101716,134305
101717,32932
101718,169048
101719,112425
10172,72444
101720,65645
101721,71606
101722,89309
101723,117845
101724,134499
101725,119680
101726,44045
101727,93113
101728,52608
101729,161946
10173,159449
101730,70679
101731,141633
101732,127747
101733,42748
101734,770
101735,135271
101736,153745
101737,23360
101738,111463
101739,32370
10174,101781
101740,17309
101741,47585
101742,107562
101743,45321
101744,79229
101745,127768
101746,76371
101747,50273
101748,120283
101749,98939
10175,440
101750,51840
101751,62656
101752,24683
101753,93365
101754,89312
101755,62764
101756,77279
101757,84870
101758,121845
101759,15594
10176,114544
101760,13934
101761,38114
101762,20855
101763,167136
101764,112359
101765,77265
101766,88883
101767,78340
101768,115996
101769,93237
10177,72594
101770,37340
101771,92601
101772,48177
101773,41524
101774,32314
101775,161543
101776,57837
101777,1407
101778,129249
101779,71773
10178,132458
101780,22533
101781,34916
101782,138111
101783,58086
101784,152358
101785,53643
101786,130625
101787,163810
101788,103272
101789,56264
10179,69067
101790,66115
101791,73511
101792,73058
101793,117127
101794,17865
101795,124225
101796,101298
101797,148799
101798,54068
101799,159301
1018,128301
10180,88895
101800,83126
101801,39335
101802,8918
101803,64512
101804,77375
101805,39362
101806,99111
101807,40900
101808,66345
101809,163012
10181,58838
101810,1405
101811,111971
101812,107345
101813,137701
101814,79384
101815,125605
101816,78957
101817,146914
101818,20327
101819,65368
10182,113794
101820,84775
101821,72109
101822,58588
101823,2241
101824,144448
101825,75930
101826,5377
101827,159022
101828,44457
101829,157772
10183,115834
101830,79439
101831,86106
101832,105411
101833,116726
101834,155411
101835,48699
101836,38976
101837,69600
101838,55865
101839,78993
10184,49295
101840,1863
101841,150603
101842,116076
101843,56471
101844,41606
101845,116814
101846,43545
101847,38996
101848,133863
101849,27542
10185,162122
101850,33447
101851,9762
101852,8905
101853,156615
101854,56996
101855,145209
101856,155823
101857,107312
101858,97616
101859,60493
10186,155930
101860,61296
101861,9188
101862,54124
101863,96733
101864,7857
101865,19033
101866,134081
101867,81431
101868,36463
101869,132670
10187,75795
101870,30317
101871,35185
101872,106829
101873,135075
101874,148082
101875,31711
101876,21676
101877,166148
101878,155987
101879,101852
10188,100776
101880,92743
101881,51710
101882,122463
101883,24513
101884,144239
101885,103459
101886,53883
101887,59391
101888,26279
101889,165965
10189,141849
101890,29712
101891,43488
101892,135118
101893,47792
101894,168867
101895,151165
101896,62903
101897,48623
101898,92652
101899,34902
1019,4258
10190,149324
101900,132538
101901,20462
101902,22422
101903,82934
101904,38754
101905,83137
101906,29540
101907,28404
101908,150083
101909,84439
10191,167194
101910,63385
101911,143355
101912,141634
101913,57741
101914,16029
101915,106559
101916,47259
101917,70047
101918,55360
101919,55206
10192,99006
101920,2494
101921,167068
101922,1045
101923,121072
101924,54316
101925,117763
101926,163396
101927,76784
101928,86706
101929,51073
10193,38131
101930,147638
101931,103791
101932,45147
101933,6321
101934,63326
101935,25366
101936,62488
101937,56002
101938,101668
101939,2326
10194,47594
101940,141190
101941,8456
101942,30139
101943,16630
101944,166633
101945,125493
101946,58295
101947,61285
101948,46924
101949,104705
10195,112910
101950,64250
101951,69800
101952,120146
101953,107530
101954,25756
101955,37983
101956,4647
101957,50437
101958,119485
101959,108423
10196,23971
101960,75741
101961,28756
101962,157548
101963,20680
101964,125074
101965,15670
101966,73433
101967,48089
101968,136363
101969,148705
10197,151825
101970,122854
101971,150621
101972,53725
101973,99537
101974,27581
101975,145898
101976,39547
101977,86488
101978,77010
101979,87004
10198,74163
101980,8535
101981,79633
101982,26733
101983,154466
101984,107888
101985,152518
101986,31256
101987,125938
101988,42410
101989,135771
10199,64309
101990,154761
101991,24688
101992,35383
101993,122537
101994,137952
101995,73618
101996,11219
101997,11479
101998,142918
101999,116938
102,17568
1020,165460
10200,76940
102000,112449
102001,70655
102002,51773
102003,142688
102004,83202
102005,60747
102006,165071
102007,49863
102008,52683
102009,41885
10201,108127
102010,32337
102011,157700
102012,117914
102013,11877
102014,51483
102015,108291
102016,154128
102017,86142
102018,134030
102019,64499
10202,59437
102020,7235
102021,136108
102022,130446
102023,42983
102024,145138
102025,114115
102026,126420
102027,83437
102028,69978
102029,98538
10203,25802
102030,91377
102031,113022
102032,168918
102033,115703
102034,37402
102035,95704
102036,645
102037,83558
102038,150160
102039,30352
10204,43780
102040,117817
102041,104430
102042,27015
102043,54128
102044,148357
102045,115387
102046,108253
102047,75007
102048,197
102049,133691
10205,67964
102050,51447
102051,37687
102052,81504
102053,129216
102054,23769
102055,58527
102056,72051
102057,121380
102058,161720
102059,152733
10206,84092
102060,98218
102061,32318
102062,56645
102063,135236
102064,164464
102065,77999
102066,8449
102067,78817
102068,140690
102069,111514
10207,138888
102070,116673
102071,112201
102072,148170
102073,57054
102074,149699
102075,65131
102076,16100
102077,123266
102078,162110
102079,107785
10208,121146
102080,113736
102081,165703
102082,75646
102083,100880
102084,84953
102085,146436
102086,67235
102087,159419
102088,11257
102089,168956
10209,136644
102090,103686
102091,143502
102092,156246
102093,28033
102094,80872
102095,26186
102096,155500
102097,86349
102098,52922
102099,26267
